,DATATYPE,CNT, TIME, LPCX, LPCY, LPD, LPS, LPV, RPCX, RPCY, RPD, RPS, RPV, LEYEX, LEYEY, LEYEZ, LPUPILD, LPUPILV, REYEX, REYEY, REYEZ, RPUPILD, RPUPILV, BKID, BKDUR, BKPMIN,EVENT,USER,
1,SMP,230567,3793.23218,0.40369,0.74416,13.72046,1.00000,1,0.71420,0.72380,14.25268,1.00000,1,-0.01873,-0.03222,0.70853,0.00386,1,0.04193,-0.02913,0.69678,0.00431,1,0,0.00000,22,START_RECORDING,,
2,SMP,230568,3793.24854,0.40357,0.74452,13.62567,1.00000,1,0.71423,0.72398,14.21315,1.00000,1,-0.01873,-0.03222,0.70853,0.00382,1,0.04193,-0.02913,0.69678,0.00428,1,0,0.00000,22,START_RECORDING,,
3,SMP,230569,3793.26514,0.40357,0.74452,13.62567,1.00000,1,0.71423,0.72398,14.21315,1.00000,1,-0.01873,-0.03222,0.70853,0.00382,1,0.04193,-0.02913,0.69678,0.00428,1,0,0.00000,22,START_RECORDING,,
4,SMP,230570,3793.28174,0.40372,0.74451,12.99586,1.00000,1,0.71440,0.72387,13.93593,1.00000,1,-0.01873,-0.03222,0.70853,0.00381,1,0.04193,-0.02913,0.69678,0.00426,1,0,0.00000,22,START_RECORDING,,
5,SMP,230571,3793.29810,0.40364,0.74424,13.40988,1.00000,1,0.71436,0.72368,14.06696,1.00000,1,-0.01873,-0.03222,0.70853,0.00382,1,0.04193,-0.02913,0.69678,0.00428,1,0,0.00000,22,START_RECORDING,,
6,SMP,230572,3793.31445,0.40364,0.74424,13.40988,1.00000,1,0.71436,0.72368,14.06696,1.00000,1,-0.01873,-0.03222,0.70853,0.00382,1,0.04193,-0.02913,0.69678,0.00428,1,0,0.00000,22,START_RECORDING,,
7,SMP,230573,3793.33081,0.40358,0.74421,13.20716,1.00000,1,0.71436,0.72368,14.06696,1.00000,1,-0.01873,-0.03222,0.70853,0.00383,1,0.04193,-0.02913,0.69678,0.00428,1,0,0.00000,22,START_RECORDING,,
8,SMP,230574,3793.34717,0.40358,0.74421,13.20716,1.00000,1,0.71454,0.72387,13.92845,1.00000,1,-0.01873,-0.03222,0.70853,0.00382,1,0.04193,-0.02913,0.69678,0.00440,1,0,0.00000,22,START_RECORDING,,
9,SMP,230575,3793.36377,0.40352,0.74417,13.15134,1.00000,1,0.71429,0.72376,14.04598,1.00000,1,-0.01950,-0.03322,0.73527,0.00377,1,0.04193,-0.02913,0.69678,0.00425,1,0,0.00000,22,START_RECORDING,,
10,SMP,230576,3793.38013,0.40182,0.74337,13.21298,1.00000,1,0.71203,0.72190,12.97151,1.00000,1,-0.01950,-0.03322,0.73527,0.00381,1,0.04193,-0.02913,0.69678,0.00399,1,0,0.00000,22,START_RECORDING,,
11,SMP,230577,3793.39673,0.40189,0.74336,13.27908,1.00000,1,0.71174,0.72174,13.17647,1.00000,1,-0.01950,-0.03322,0.73527,0.00383,1,0.04193,-0.02913,0.69678,0.00397,1,0,0.00000,22,START_RECORDING,,
12,SMP,230578,3793.41284,0.40131,0.74300,13.31128,1.00000,1,0.71110,0.72195,13.37944,1.00000,1,-0.01870,-0.03152,0.69763,0.00381,1,0.00000,0.00000,0.00000,0.00393,0,0,0.00000,22,START_RECORDING,,
13,SMP,230579,3793.42944,0.40112,0.74315,13.13182,1.00000,1,0.71098,0.72181,13.38400,1.00000,1,-0.01870,-0.03152,0.69763,0.00374,1,0.00000,0.00000,0.00000,0.00390,0,0,0.00000,22,START_RECORDING,,
14,SMP,230580,3793.44604,0.40093,0.74310,13.30740,1.00000,1,0.71099,0.72180,13.50920,1.00000,1,-0.01870,-0.03152,0.69763,0.00373,1,0.00000,0.00000,0.00000,0.00394,0,0,0.00000,22,START_RECORDING,,
15,SMP,230581,3793.46313,0.40073,0.74322,13.34035,1.00000,1,0.71115,0.72235,13.31143,1.00000,1,-0.01972,-0.03313,0.73310,0.00373,1,0.00000,0.00000,0.00000,0.00405,0,0,0.00000,22,START_RECORDING,,
16,SMP,230582,3793.47852,0.40053,0.74315,13.05077,1.00000,1,0.71068,0.72198,12.94643,1.00000,1,-0.01972,-0.03313,0.73310,0.00369,1,0.00000,0.00000,0.00000,0.00399,0,0,0.00000,22,START_RECORDING,,
17,SMP,230583,3793.49512,0.40046,0.74352,12.96336,1.00000,1,0.71062,0.72189,13.06559,1.00000,1,-0.01972,-0.03313,0.73310,0.00379,1,0.00000,0.00000,0.00000,0.00403,0,0,0.00000,22,START_RECORDING,,
18,SMP,230584,3793.51147,0.40034,0.74352,13.06537,1.00000,1,0.71036,0.72187,13.11836,1.00000,1,-0.01923,-0.03197,0.70749,0.00374,1,0.00000,0.00000,0.00000,0.00394,0,0,0.00000,22,START_RECORDING,,
19,SMP,230585,3793.52783,0.40017,0.74365,13.11248,1.00000,1,0.71031,0.72205,13.23779,1.00000,1,-0.01923,-0.03197,0.70749,0.00368,1,0.00000,0.00000,0.00000,0.00396,0,0,0.00000,22,START_RECORDING,,
20,SMP,230586,3793.54443,0.39981,0.74348,13.45505,1.00000,1,0.71000,0.72204,13.37618,1.00000,1,-0.01923,-0.03197,0.70749,0.00368,1,0.00000,0.00000,0.00000,0.00382,0,0,0.00000,22,START_RECORDING,,
21,SMP,230587,3793.56079,0.39990,0.74358,13.11910,1.00000,1,0.71003,0.72219,13.26110,1.00000,1,-0.01889,-0.03147,0.69495,0.00373,1,0.00000,0.00000,0.00000,0.00388,0,0,0.00000,22,START_RECORDING,,
22,SMP,230588,3793.57788,0.39787,0.74518,13.11201,1.00000,1,0.70759,0.72278,13.71250,1.00000,1,-0.01889,-0.03147,0.69495,0.00375,1,0.00000,0.00000,0.00000,0.00402,0,0,0.00000,22,START_RECORDING,,
23,SMP,230589,3793.59375,0.39520,0.74631,13.83532,1.00000,1,0.70412,0.72408,13.07278,1.00000,1,-0.01889,-0.03147,0.69495,0.00394,1,0.00000,0.00000,0.00000,0.00397,0,0,0.00000,22,START_RECORDING,,
24,SMP,230590,3793.61011,0.39374,0.74625,13.54219,1.00000,1,0.70256,0.72456,13.48485,1.00000,1,-0.02068,-0.03317,0.72799,0.00381,1,0.04067,-0.02936,0.70216,0.00397,1,0,0.00000,22,START_RECORDING,,
25,SMP,230591,3793.62646,0.39272,0.74725,13.18489,1.00000,1,0.70134,0.72500,13.03712,1.00000,1,-0.02068,-0.03317,0.72799,0.00379,1,0.04067,-0.02936,0.70216,0.00390,1,0,0.00000,22,START_RECORDING,,
26,SMP,230592,3793.64307,0.39261,0.74715,13.24848,1.00000,1,0.70130,0.72458,13.32311,1.00000,1,-0.02068,-0.03317,0.72799,0.00377,1,0.04067,-0.02936,0.70216,0.00391,1,0,0.00000,22,START_RECORDING,,
27,SMP,230593,3793.65942,0.39249,0.74705,13.26762,1.00000,1,0.70140,0.72481,13.06407,1.00000,1,-0.01988,-0.03178,0.69760,0.00374,1,0.04067,-0.02936,0.70216,0.00381,1,0,0.00000,22,START_RECORDING,,
28,SMP,230594,3793.67578,0.39271,0.74719,13.16757,1.00000,1,0.70146,0.72478,13.03219,1.00000,1,-0.01988,-0.03178,0.69760,0.00378,1,0.04067,-0.02936,0.70216,0.00384,1,0,0.00000,22,START_RECORDING,,
29,SMP,230595,3793.69214,0.39235,0.74735,13.43344,1.00000,1,0.70147,0.72483,13.05194,1.00000,1,-0.01988,-0.03178,0.69760,0.00371,1,0.04067,-0.02936,0.70216,0.00385,1,0,0.00000,22,START_RECORDING,,
30,SMP,230596,3793.70874,0.39251,0.74738,13.00311,1.00000,1,0.70163,0.72493,13.16124,1.00000,1,-0.02068,-0.03317,0.72799,0.00373,1,0.04067,-0.02936,0.70216,0.00381,1,0,0.00000,22,START_RECORDING,,
31,SMP,230597,3793.72510,0.39255,0.74753,13.22482,1.00000,1,0.70177,0.72475,13.43551,1.00000,1,-0.02068,-0.03317,0.72799,0.00367,1,0.04067,-0.02936,0.70216,0.00375,1,0,0.00000,22,START_RECORDING,,
32,SMP,230598,3793.74146,0.39265,0.74751,13.22126,1.00000,1,0.70197,0.72523,13.21017,1.00000,1,-0.02068,-0.03317,0.72799,0.00368,1,0.04067,-0.02936,0.70216,0.00377,1,0,0.00000,22,START_RECORDING,,
33,SMP,230599,3793.75806,0.39274,0.74757,13.00020,1.00000,1,0.70206,0.72544,13.09744,1.00000,1,-0.01980,-0.03200,0.69939,0.00383,1,0.04281,-0.03075,0.73554,0.00385,1,0,0.00000,22,START_RECORDING,,
34,SMP,230600,3793.77441,0.39342,0.74789,13.28374,1.00000,1,0.70240,0.72534,13.09896,1.00000,1,-0.01980,-0.03200,0.69939,0.00391,1,0.04281,-0.03075,0.73554,0.00384,1,0,0.00000,22,START_RECORDING,,
35,SMP,230601,3793.79077,0.39342,0.74789,13.28374,1.00000,1,0.70266,0.72539,13.12469,1.00000,1,-0.01980,-0.03200,0.69939,0.00390,1,0.04281,-0.03075,0.73554,0.00385,1,0,0.00000,22,START_RECORDING,,
36,SMP,230602,3793.80737,0.39346,0.74788,13.29447,1.00000,1,0.70288,0.72555,13.05553,1.00000,1,-0.01980,-0.03200,0.69939,0.00385,1,0.04091,-0.02940,0.70164,0.00385,1,0,0.00000,22,START_RECORDING,,
37,SMP,230603,3793.82373,0.39361,0.74808,13.42168,1.00000,1,0.70296,0.72588,13.16392,1.00000,1,-0.01980,-0.03200,0.69939,0.00373,1,0.04091,-0.02940,0.70164,0.00382,1,0,0.00000,22,START_RECORDING,,
38,SMP,230604,3793.84009,0.39362,0.74803,13.33541,1.00000,1,0.70301,0.72591,13.15720,1.00000,1,-0.01980,-0.03200,0.69939,0.00367,1,0.04091,-0.02940,0.70164,0.00381,1,0,0.00000,22,START_RECORDING,,
39,SMP,230605,3793.85669,0.39371,0.74804,13.25768,1.00000,1,0.70307,0.72594,13.15927,1.00000,1,-0.01909,-0.03139,0.68340,0.00374,1,0.04091,-0.02940,0.70164,0.00385,1,0,0.00000,22,START_RECORDING,,
40,SMP,230606,3793.87305,0.39417,0.74832,13.32120,1.00000,1,0.70348,0.72615,12.89069,1.00000,1,-0.01909,-0.03139,0.68340,0.00381,1,0.04091,-0.02940,0.70164,0.00379,1,0,0.00000,22,START_RECORDING,,
41,SMP,230607,3793.88940,0.39413,0.74820,13.44643,1.00000,1,0.70369,0.72604,12.91786,1.00000,1,-0.01909,-0.03139,0.68340,0.00382,1,0.04091,-0.02940,0.70164,0.00391,1,0,0.00000,22,START_RECORDING,,
42,SMP,230608,3793.90601,0.39418,0.74818,13.57986,1.00000,1,0.70377,0.72614,12.81722,1.00000,1,-0.01909,-0.03133,0.68341,0.00389,1,0.04091,-0.02940,0.70164,0.00388,1,0,0.00000,22,START_RECORDING,,
43,SMP,230609,3793.92236,0.39438,0.74841,13.69304,1.00000,1,0.70373,0.72603,12.49129,1.00000,1,-0.01909,-0.03133,0.68341,0.00378,1,0.04091,-0.02940,0.70164,0.00387,1,0,0.00000,22,START_RECORDING,,
44,SMP,230610,3793.93872,0.39457,0.74815,13.76974,1.00000,1,0.70399,0.72581,12.44698,1.00000,1,-0.01909,-0.03133,0.68341,0.00385,1,0.04091,-0.02940,0.70164,0.00384,1,0,0.00000,22,START_RECORDING,,
45,SMP,230611,3793.95508,0.39458,0.74811,13.85867,1.00000,1,0.70414,0.72580,12.70467,1.00000,1,-0.01942,-0.03174,0.69524,0.00384,1,0.04102,-0.02923,0.69904,0.00386,1,0,0.00000,22,START_RECORDING,,
46,SMP,230612,3793.97144,0.39463,0.74749,13.24583,1.00000,1,0.70396,0.72562,12.65278,1.00000,1,-0.01942,-0.03174,0.69524,0.00380,1,0.04102,-0.02923,0.69904,0.00387,1,0,0.00000,22,START_RECORDING,,
47,SMP,230613,3793.98804,0.39461,0.74722,12.94728,1.00000,1,0.70385,0.72541,12.75451,1.00000,1,-0.01942,-0.03174,0.69524,0.00376,1,0.04102,-0.02923,0.69904,0.00386,1,0,0.00000,22,START_RECORDING,,
48,SMP,230614,3794.00439,0.39484,0.74669,12.95915,1.00000,1,0.70409,0.72481,13.05282,1.00000,1,-0.01888,-0.03089,0.67808,0.00396,1,0.04102,-0.02923,0.69904,0.00380,1,0,0.00000,22,START_RECORDING,,
49,MSG,1,3794.0128,CLIENT2_READY,,,,,,,,,,,,,,,,,,,,,,,,,
50,SMP,230615,3794.02075,0.39537,0.74856,8.87056,1.00000,1,0.70474,0.72464,11.84800,1.00000,1,-0.01888,-0.03089,0.67808,0.00355,1,0.04102,-0.02923,0.69904,0.00375,1,0,0.00000,22,CLIENT2_READY,,
51,SMP,230616,3794.03735,0.39599,0.74709,11.21712,1.00000,1,0.70601,0.72383,11.57659,1.00000,1,-0.01888,-0.03089,0.67808,0.00360,1,0.04102,-0.02923,0.69904,0.00379,1,0,0.00000,22,CLIENT2_READY,,
52,SMP,230617,3794.05371,0.39676,0.74712,11.36444,1.00000,1,0.70600,0.72445,12.17669,1.00000,1,-0.01952,-0.03228,0.70841,0.00365,1,0.04157,-0.02943,0.70395,0.00375,1,0,0.00000,22,CLIENT2_READY,,
53,SMP,230618,3794.07007,0.39681,0.74643,13.25675,1.00000,1,0.70640,0.72398,12.99243,1.00000,1,-0.01952,-0.03228,0.70841,0.00379,1,0.04157,-0.02943,0.70395,0.00378,1,0,0.00000,22,CLIENT2_READY,,
54,SMP,230619,3794.08643,0.39676,0.74636,13.32278,1.00000,1,0.70679,0.72473,12.67907,1.00000,1,-0.01952,-0.03228,0.70841,0.00376,1,0.04157,-0.02943,0.70395,0.00368,1,0,0.00000,22,CLIENT2_READY,,
55,SMP,230620,3794.10327,0.39680,0.74651,13.40997,1.00000,1,0.70691,0.72504,12.81729,1.00000,1,-0.01912,-0.03184,0.69878,0.00368,1,0.04157,-0.02943,0.70395,0.00370,1,0,0.00000,22,CLIENT2_READY,,
56,SMP,230621,3794.11938,0.39684,0.74667,13.47781,1.00000,1,0.70704,0.72534,12.63423,1.00000,1,-0.01912,-0.03184,0.69878,0.00378,1,0.04157,-0.02943,0.70395,0.00371,1,0,0.00000,22,CLIENT2_READY,,
57,SMP,230622,3794.13574,0.39685,0.74629,13.32738,1.00000,1,0.70716,0.72542,12.74060,1.00000,1,-0.01912,-0.03184,0.69878,0.00372,1,0.04157,-0.02943,0.70395,0.00366,1,0,0.00000,22,CLIENT2_READY,,
58,SMP,230623,3794.15234,0.39736,0.74670,13.00439,1.00000,1,0.70728,0.72532,12.50736,1.00000,1,-0.02002,-0.03344,0.73383,0.00364,1,0.04222,-0.02971,0.71053,0.00363,1,0,0.00000,22,CLIENT2_READY,,
59,SMP,230624,3794.16870,0.39775,0.74683,13.05816,1.00000,1,0.70756,0.72578,12.25105,1.00000,1,-0.02002,-0.03344,0.73383,0.00370,1,0.04222,-0.02971,0.71053,0.00361,1,0,0.00000,22,CLIENT2_READY,,
60,SMP,230625,3794.18506,0.39794,0.74683,13.06390,1.00000,1,0.70779,0.72599,12.70511,1.00000,1,-0.02002,-0.03344,0.73383,0.00371,1,0.04222,-0.02971,0.71053,0.00356,1,0,0.00000,22,CLIENT2_READY,,
61,SMP,230626,3794.20166,0.39791,0.74734,13.18176,1.00000,1,0.70771,0.72595,12.42982,1.00000,1,-0.01923,-0.03224,0.70749,0.00367,1,0.04222,-0.02971,0.71053,0.00358,1,0,0.00000,22,CLIENT2_READY,,
62,SMP,230627,3794.21802,0.39799,0.74707,12.94061,1.00000,1,0.70833,0.72600,12.42654,1.00000,1,-0.01923,-0.03224,0.70749,0.00366,1,0.04222,-0.02971,0.71053,0.00371,1,0,0.00000,22,CLIENT2_READY,,
63,SMP,230628,3794.23438,0.39825,0.74717,13.01601,1.00000,1,0.70849,0.72595,12.51184,1.00000,1,-0.01923,-0.03224,0.70749,0.00362,1,0.04222,-0.02971,0.71053,0.00369,1,0,0.00000,22,CLIENT2_READY,,
64,SMP,230629,3794.25073,0.39852,0.74693,13.20505,1.00000,1,0.70861,0.72603,12.50043,1.00000,1,-0.01972,-0.03340,0.73310,0.00364,1,0.00000,0.00000,0.00000,0.00368,0,0,0.00000,22,CLIENT2_READY,,
65,SMP,230630,3794.26733,0.39872,0.74692,13.00388,1.00000,1,0.70891,0.72617,11.97082,1.00000,1,-0.01972,-0.03340,0.73310,0.00368,1,0.00000,0.00000,0.00000,0.00359,0,0,0.00000,22,CLIENT2_READY,,
66,SMP,230631,3794.28369,0.39897,0.74691,13.03664,1.00000,1,0.70888,0.72636,12.07260,1.00000,1,-0.01972,-0.03340,0.73310,0.00368,1,0.00000,0.00000,0.00000,0.00366,0,0,0.00000,22,CLIENT2_READY,,
67,SMP,230632,3794.30005,0.39921,0.74686,12.99275,1.00000,1,0.70893,0.72639,12.17904,1.00000,1,-0.01891,-0.03214,0.70533,0.00377,1,0.04173,-0.02944,0.69786,0.00362,1,0,0.00000,22,CLIENT2_READY,,
68,SMP,230633,3794.31641,0.39912,0.74668,12.82399,1.00000,1,0.70904,0.72644,12.34734,1.00000,1,-0.01891,-0.03214,0.70533,0.00363,1,0.04173,-0.02944,0.69786,0.00360,1,0,0.00000,22,CLIENT2_READY,,
69,SMP,230634,3794.33301,0.39926,0.74760,12.49488,1.00000,1,0.70959,0.72670,10.46384,1.00000,1,-0.01891,-0.03214,0.70533,0.00346,1,0.04173,-0.02944,0.69786,0.00335,1,0,0.00000,22,CLIENT2_READY,,
70,SMP,230635,3794.34937,0.40034,0.75130,8.32311,1.00000,1,0.70925,0.73023,8.58611,1.00000,1,-0.01891,-0.03214,0.70533,0.00354,1,0.04173,-0.02944,0.69786,0.00352,1,0,0.00000,22,CLIENT2_READY,,
71,SMP,230636,3794.36597,0.40034,0.75130,8.32311,1.00000,0,0.70925,0.73023,8.58611,1.00000,0,-0.01891,-0.03214,0.70533,0.00354,1,0.04173,-0.02944,0.69786,0.00352,1,0,0.00000,22,CLIENT2_READY,,
72,SMP,230637,3794.38232,0.40034,0.75130,8.32311,1.00000,0,0.70925,0.73023,8.58611,1.00000,0,-0.01891,-0.03214,0.70533,0.00354,1,0.04173,-0.02944,0.69786,0.00352,1,0,0.00000,22,CLIENT2_READY,,
73,MSG,2,3794.3907,TIME 23:28:33.131 1,,,,,,,,,,,,,,,,,,,,,,,,,
74,SMP,230638,3794.39868,0.40034,0.75130,8.32311,1.00000,0,0.70925,0.73023,8.58611,1.00000,0,-0.01891,-0.03214,0.70533,0.00354,1,0.04173,-0.02944,0.69786,0.00352,1,1440,0.00000,22,TIME,23:28:33.131,1
75,SMP,230639,3794.41504,0.40034,0.75130,8.32311,1.00000,0,0.70925,0.73023,8.58611,1.00000,0,-0.01891,-0.03214,0.70533,0.00354,1,0.04173,-0.02944,0.69786,0.00352,1,1440,0.00000,22,TIME,23:28:33.131,1
76,SMP,230640,3794.43213,0.40034,0.75130,8.32311,1.00000,0,0.70925,0.73023,8.58611,1.00000,0,-0.01891,-0.03214,0.70533,0.00354,1,0.04173,-0.02944,0.69786,0.00352,1,1440,0.00000,22,TIME,23:28:33.131,1
77,SMP,230641,3794.44800,0.40034,0.75130,8.32311,1.00000,0,0.70925,0.73023,8.58611,1.00000,0,-0.01891,-0.03214,0.70533,0.00354,1,0.04173,-0.02944,0.69786,0.00352,1,1440,0.00000,22,TIME,23:28:33.131,1
78,SMP,230642,3794.46436,0.40034,0.75130,8.32311,1.00000,0,0.70925,0.73023,8.58611,1.00000,0,-0.01891,-0.03214,0.70533,0.00354,1,0.04173,-0.02944,0.69786,0.00352,1,1440,0.00000,22,TIME,23:28:33.131,1
79,SMP,230643,3794.48096,0.40034,0.75130,8.32311,1.00000,0,0.70925,0.73023,8.58611,1.00000,0,-0.01891,-0.03214,0.70533,0.00354,1,0.04173,-0.02944,0.69786,0.00352,1,1440,0.00000,22,TIME,23:28:33.131,1
80,SMP,230644,3794.49731,0.40034,0.75130,8.32311,1.00000,0,0.70925,0.73023,8.58611,1.00000,0,-0.01891,-0.03214,0.70533,0.00354,1,0.04173,-0.02944,0.69786,0.00352,1,1440,0.00000,22,TIME,23:28:33.131,1
81,SMP,230645,3794.51367,0.40034,0.75130,8.32311,1.00000,0,0.70925,0.73023,8.58611,1.00000,0,-0.01891,-0.03214,0.70533,0.00354,1,0.04173,-0.02944,0.69786,0.00352,1,1440,0.00000,22,TIME,23:28:33.131,1
82,SMP,230646,3794.53003,0.40034,0.75130,8.32311,1.00000,0,0.70925,0.73023,8.58611,1.00000,0,-0.01891,-0.03214,0.70533,0.00354,1,0.04173,-0.02944,0.69786,0.00352,1,1440,0.00000,22,TIME,23:28:33.131,1
83,SMP,230647,3794.54663,0.40034,0.75130,8.32311,1.00000,0,0.70925,0.73023,8.58611,1.00000,0,-0.01891,-0.03214,0.70533,0.00354,1,0.04173,-0.02944,0.69786,0.00352,1,1440,0.00000,22,TIME,23:28:33.131,1
84,SMP,230648,3794.56299,0.40034,0.75130,8.32311,1.00000,0,0.70925,0.73023,8.58611,1.00000,0,-0.01891,-0.03214,0.70533,0.00354,1,0.04173,-0.02944,0.69786,0.00352,1,1440,0.00000,22,TIME,23:28:33.131,1
85,SMP,230649,3794.57935,0.40034,0.75130,8.32311,1.00000,0,0.70925,0.73023,8.58611,1.00000,0,-0.01891,-0.03214,0.70533,0.00354,1,0.04173,-0.02944,0.69786,0.00352,1,1440,0.00000,22,TIME,23:28:33.131,1
86,SMP,230650,3794.59570,0.40034,0.75130,8.32311,1.00000,0,0.70925,0.73023,8.58611,1.00000,0,-0.01891,-0.03214,0.70533,0.00354,1,0.04173,-0.02944,0.69786,0.00352,1,1440,0.00000,22,TIME,23:28:33.131,1
87,SMP,230651,3794.61206,0.70744,0.72762,12.28669,1.00000,1,0.70925,0.73023,8.58611,1.00000,0,-0.01891,-0.03214,0.70533,0.00354,1,0.04173,-0.02944,0.69786,0.00352,1,0,0.21352,23,TIME,23:28:33.131,1
88,SMP,230652,3794.62866,0.39713,0.74730,14.45081,1.00000,1,0.70739,0.72741,12.66104,1.00000,1,-0.01891,-0.03214,0.70533,0.00397,1,0.04173,-0.02944,0.69786,0.00351,1,0,0.00000,23,TIME,23:28:33.131,1
89,SMP,230653,3794.64502,0.39710,0.74755,14.24374,1.00000,1,0.70720,0.72744,12.54889,1.00000,1,-0.01923,-0.03224,0.70749,0.00393,1,0.04320,-0.03072,0.72818,0.00361,1,0,0.00000,23,TIME,23:28:33.131,1
90,SMP,230654,3794.66162,0.39686,0.74748,14.17226,1.00000,1,0.70700,0.72738,12.58582,1.00000,1,-0.01923,-0.03224,0.70749,0.00391,1,0.04320,-0.03072,0.72818,0.00366,1,0,0.00000,23,TIME,23:28:33.131,1
91,SMP,230655,3794.67798,0.39670,0.74753,14.06574,1.00000,1,0.70655,0.72703,12.18673,1.00000,1,-0.01923,-0.03224,0.70749,0.00400,1,0.04320,-0.03072,0.72818,0.00361,1,0,0.00000,23,TIME,23:28:33.131,1
92,SMP,230656,3794.69434,0.39639,0.74714,14.20196,1.00000,1,0.70632,0.72670,12.29056,1.00000,1,-0.01912,-0.03184,0.69878,0.00393,1,0.04320,-0.03072,0.72818,0.00357,1,0,0.00000,23,TIME,23:28:33.131,1
93,SMP,230657,3794.71094,0.39598,0.74692,14.11537,1.00000,1,0.70608,0.72666,12.35279,1.00000,1,-0.01912,-0.03184,0.69878,0.00392,1,0.04320,-0.03072,0.72818,0.00366,1,0,0.00000,23,TIME,23:28:33.131,1
94,SMP,230658,3794.72729,0.39580,0.74730,14.45081,1.00000,1,0.70607,0.72645,12.86481,1.00000,1,-0.01912,-0.03184,0.69878,0.00397,1,0.04320,-0.03072,0.72818,0.00365,1,0,0.00000,22,TIME,23:28:33.131,1
95,SMP,230659,3794.74390,0.39580,0.74740,14.39611,1.00000,1,0.70590,0.72638,12.48878,1.00000,1,-0.01952,-0.03228,0.70841,0.00396,1,0.04168,-0.02971,0.70580,0.00372,1,0,0.00000,22,TIME,23:28:33.131,1
96,SMP,230660,3794.76025,0.39567,0.74736,14.05888,1.00000,1,0.70555,0.72657,12.76362,1.00000,1,-0.01952,-0.03228,0.70841,0.00398,1,0.04168,-0.02971,0.70580,0.00373,1,0,0.00000,22,TIME,23:28:33.131,1
97,SMP,230661,3794.77661,0.39560,0.74756,14.25943,1.00000,1,0.70552,0.72633,12.72035,1.00000,1,-0.01952,-0.03228,0.70841,0.00385,1,0.04168,-0.02971,0.70580,0.00363,1,0,0.00000,22,TIME,23:28:33.131,1
98,SMP,230662,3794.79321,0.39572,0.74746,14.14567,1.00000,1,0.70572,0.72633,12.59358,1.00000,1,-0.01952,-0.03228,0.70841,0.00393,1,0.04168,-0.02971,0.70580,0.00375,1,0,0.00000,22,TIME,23:28:33.131,1
99,SMP,230663,3794.80933,0.39624,0.74685,12.97853,1.00000,1,0.70610,0.72639,12.22985,1.00000,1,-0.01952,-0.03228,0.70841,0.00364,1,0.04168,-0.02971,0.70580,0.00362,1,0,0.00000,22,TIME,23:28:33.131,1
100,SMP,230664,3794.82593,0.39617,0.74677,12.97909,1.00000,1,0.70588,0.72581,12.86185,1.00000,1,-0.01952,-0.03228,0.70841,0.00368,1,0.04168,-0.02971,0.70580,0.00373,1,0,0.00000,22,TIME,23:28:33.131,1
101,SMP,230665,3794.84229,0.39614,0.74676,12.94005,1.00000,1,0.70591,0.72613,12.59999,1.00000,1,-0.02011,-0.03313,0.72714,0.00371,1,0.04157,-0.02957,0.70395,0.00366,1,0,0.00000,22,TIME,23:28:33.131,1
102,SMP,230666,3794.85864,0.39614,0.74676,12.94005,1.00000,1,0.70582,0.72611,12.67254,1.00000,1,-0.02011,-0.03313,0.72714,0.00371,1,0.04157,-0.02957,0.70395,0.00368,1,0,0.00000,22,TIME,23:28:33.131,1
103,SMP,230667,3794.87524,0.39614,0.74680,12.88836,1.00000,1,0.70579,0.72602,12.45753,1.00000,1,-0.02011,-0.03313,0.72714,0.00372,1,0.04157,-0.02957,0.70395,0.00371,1,0,0.00000,22,TIME,23:28:33.131,1
104,SMP,230668,3794.89160,0.39607,0.74667,13.01697,1.00000,1,0.70563,0.72616,12.30820,1.00000,1,-0.02011,-0.03313,0.72714,0.00367,1,0.04291,-0.03043,0.72778,0.00383,1,0,0.00000,22,TIME,23:28:33.131,1
105,SMP,230669,3794.90796,0.39574,0.74702,12.92616,1.00000,1,0.70565,0.72603,12.38663,1.00000,1,-0.02011,-0.03313,0.72714,0.00363,1,0.04291,-0.03043,0.72778,0.00382,1,0,0.00000,22,TIME,23:28:33.131,1
106,SMP,230670,3794.92456,0.39557,0.74695,12.86268,1.00000,1,0.70546,0.72598,12.62504,1.00000,1,-0.02011,-0.03313,0.72714,0.00372,1,0.04291,-0.03043,0.72778,0.00383,1,0,0.00000,22,TIME,23:28:33.131,1
107,SMP,230671,3794.94092,0.39551,0.74696,12.90091,1.00000,1,0.70540,0.72585,12.65735,1.00000,1,-0.01944,-0.03193,0.70072,0.00368,1,0.04635,-0.03292,0.78733,0.00382,1,0,0.00000,22,TIME,23:28:33.131,1
108,SMP,230672,3794.95728,0.39568,0.74703,12.97921,1.00000,1,0.70542,0.72593,12.55156,1.00000,1,-0.01944,-0.03193,0.70072,0.00359,1,0.04635,-0.03292,0.78733,0.00384,1,0,0.00000,22,TIME,23:28:33.131,1
109,SMP,230673,3794.97363,0.39569,0.74678,13.07511,1.00000,1,0.70547,0.72586,12.56577,1.00000,1,-0.01944,-0.03193,0.70072,0.00372,1,0.04635,-0.03292,0.78733,0.00386,1,0,0.00000,22,TIME,23:28:33.131,1
110,SMP,230674,3794.98999,0.39569,0.74678,13.07511,1.00000,1,0.70553,0.72583,12.72180,1.00000,1,-0.01944,-0.03193,0.70072,0.00372,1,0.04291,-0.03043,0.72778,0.00384,1,0,0.00000,22,TIME,23:28:33.131,1
